,AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,Color_pre,DayuponOutcome,AboutAge,BreedMix,Breed_pre,Year,Month,YearMonth,Hour,Season,Quarter,Group,Size
22915,2118,1,750,4,SCRP,0,3,21,640,104,2,730,20,1,80,0,9,0,14,0,3,8,5
22916,1399,1,19684,3,NaN,1,2,26,306,38,0,1095,4,0,42,2,9,24,14,0,3,7,1
22917,23794,0,19498,4,Partner,1,0,37,450,318,22,2190,20,1,61,2,9,24,0,0,3,6,3
22918,11932,1,9799,0,NaN,0,3,19,640,104,2,60,2,1,80,1,9,12,13,0,3,8,5
22919,10852,0,7817,4,SCRP,0,3,26,640,104,2,1095,4,1,80,1,6,9,9,2,2,8,5
22920,22995,0,18744,4,Partner,0,0,20,1168,205,24,14,2,1,169,2,8,23,0,0,2,12,9
22921,7996,1,7208,0,Foster,0,2,19,640,104,2,60,2,1,80,1,6,9,12,2,2,8,5
22922,1069,1,21154,3,NaN,1,3,30,1255,318,22,1460,20,1,185,2,11,26,14,3,3,7,2
22923,10319,0,7429,0,NaN,0,3,19,640,68,1,60,2,1,80,1,6,9,17,2,2,8,5
22924,10120,1,7495,4,Partner,0,1,19,640,86,1,60,2,1,80,1,6,9,13,2,2,8,5
22925,225,1,6817,0,NaN,1,2,39,249,130,2,2555,8,1,39,1,5,8,11,2,1,0,2
22926,1560,1,264,4,Partner,0,0,32,640,220,13,150,2,1,80,0,9,0,16,0,3,8,5
22927,4419,1,2066,2,Suffering,0,2,16,640,5,0,6570,20,1,80,0,11,2,13,3,3,8,5
22928,5753,1,3529,3,NaN,1,2,21,450,274,18,730,20,1,61,1,1,4,17,3,0,6,3
22929,23496,1,19258,3,NaN,0,3,5,640,5,0,365,2,1,80,2,8,23,12,0,2,8,5
22930,5942,1,3868,2,Behavior,1,1,26,847,5,0,1095,4,1,124,1,2,5,8,1,0,4,1
22931,24442,0,20048,4,SCRP,0,4,36,640,5,0,180,2,1,80,2,9,24,9,0,3,8,5
22932,8461,0,5782,4,SCRP,0,0,32,640,300,20,150,2,1,80,1,4,7,17,1,1,8,5
22933,24958,1,21144,4,Partner,1,0,36,1066,5,0,180,2,1,159,2,11,26,16,3,3,5,2
22934,6078,1,4249,4,Partner,0,2,26,640,38,0,1095,4,1,80,1,2,5,11,1,0,8,5
22935,2113,1,2307,4,Partner,0,2,28,640,41,1,120,2,1,80,0,11,2,19,3,3,8,5
22936,25315,1,21036,4,Partner,0,1,20,640,167,6,14,2,1,80,2,11,26,12,3,3,8,5
22937,428,1,1176,2,Suffering,1,3,11,37,130,2,4745,14,1,8,0,10,1,12,0,3,12,3
22938,12256,0,9126,4,Partner,0,1,25,640,216,13,21,2,1,80,1,8,11,18,0,2,8,5
22939,16492,1,13244,3,NaN,1,2,5,847,150,5,365,2,1,124,2,1,16,18,3,0,4,1
22940,6769,0,4905,0,NaN,0,2,19,640,63,1,60,2,1,80,1,3,6,18,1,1,8,5
22941,26197,1,22737,0,NaN,0,2,26,637,38,0,1095,4,1,79,3,1,28,16,3,0,9,6
22942,23684,0,19363,4,SCRP,0,0,5,640,86,1,365,2,1,80,2,9,24,9,0,3,8,5
22943,23475,1,20332,0,NaN,0,2,19,637,168,6,60,2,1,79,2,10,25,18,0,3,9,6
22944,22276,1,18231,0,NaN,1,2,19,770,331,22,60,2,1,104,2,7,22,19,2,2,7,0
22945,11106,0,8062,4,Partner,0,1,3,640,167,6,7,2,1,80,1,7,10,12,2,2,8,5
22946,8495,0,6841,0,Foster,1,3,19,125,38,0,60,2,1,17,1,5,8,18,2,1,0,2
22947,5710,0,3551,4,Partner,1,3,5,994,318,22,365,2,1,137,1,1,4,14,3,0,5,9
22948,2631,1,1388,0,NaN,0,2,19,1251,211,12,60,2,1,184,0,10,1,15,0,3,11,8
22949,1554,1,4787,3,NaN,1,1,5,846,358,23,365,2,0,124,1,3,6,15,1,1,4,1
22950,26297,0,22296,0,NaN,0,2,19,637,11,0,60,2,1,79,3,0,27,18,3,0,9,6
22951,20387,1,17103,0,NaN,0,3,19,640,5,0,60,2,1,80,2,6,21,14,2,2,8,5
22952,20871,1,16801,3,NaN,1,0,26,696,276,18,1095,4,1,98,2,6,21,15,2,2,0,1
22953,15624,1,12324,3,NaN,1,2,5,847,38,0,365,2,1,124,2,0,15,13,3,0,4,1
22954,5534,1,3339,0,NaN,1,3,36,737,131,3,180,2,1,102,1,1,4,17,3,0,4,1
22955,23310,1,19207,0,NaN,0,3,19,640,216,13,60,2,1,80,2,8,23,17,0,2,8,5
22956,24743,1,20764,0,NaN,1,2,21,1291,86,1,730,20,1,196,2,10,25,14,0,3,12,9
22957,6107,1,4110,2,Behavior,1,1,26,1066,178,7,1095,4,1,159,1,2,5,15,1,0,5,2
22958,14960,1,12864,0,Foster,1,3,2,847,177,6,30,2,1,124,2,1,16,17,3,0,4,1
22959,18763,1,15060,3,NaN,1,2,24,1255,38,0,90,2,1,185,2,4,19,11,1,1,7,2
22960,3887,0,1782,4,Partner,1,3,32,559,25,0,150,2,1,70,0,11,2,15,3,3,1,3
22961,11530,1,10014,4,Partner,0,2,5,640,68,1,365,2,1,80,1,9,12,14,0,3,8,5
22962,5054,1,2981,0,NaN,0,3,40,637,38,0,240,2,1,79,1,0,3,12,3,0,9,6
22963,16611,1,13385,0,NaN,0,2,38,640,104,2,210,2,1,80,2,2,17,18,1,0,8,5
22964,12507,0,9331,4,Partner,0,1,20,640,320,22,14,2,1,80,1,8,11,16,0,2,8,5
22965,22472,1,18434,4,Partner,1,2,32,559,130,2,150,2,1,70,2,7,22,14,2,2,1,3
22966,2985,0,644,4,Partner,1,0,29,847,38,0,28,2,1,124,0,9,0,13,0,3,4,1
22967,17280,0,14001,2,Suffering,1,0,39,450,88,2,2555,8,1,61,2,3,18,12,1,1,6,3
22968,13538,0,10243,4,Partner,1,1,29,847,38,0,28,2,1,124,1,9,12,17,0,3,4,1
22969,18795,0,15084,4,Partner,0,0,25,640,5,0,21,2,1,80,2,4,19,18,1,1,8,5
22970,374,1,20751,4,Partner,1,2,41,962,150,5,2920,20,1,136,2,10,25,0,0,3,3,3
22971,19164,1,16141,0,NaN,1,3,21,596,88,2,730,20,1,70,2,5,20,14,2,1,1,3
22972,4439,1,2838,0,Foster,0,3,19,640,5,0,60,2,1,80,1,0,3,16,3,0,8,5
22973,2909,1,17565,4,Partner,1,2,34,91,230,14,1825,6,1,15,2,6,21,14,2,2,0,2
22974,3589,1,1296,0,NaN,1,1,19,1091,92,2,60,2,1,159,0,10,1,12,0,3,5,2
22975,1721,1,13174,3,NaN,1,3,34,1255,259,15,1825,6,1,185,2,1,16,13,3,0,7,2
22976,22235,1,20395,0,NaN,0,2,28,640,5,0,120,2,1,80,2,10,25,19,0,3,8,5
22977,6333,0,4066,0,NaN,1,2,32,847,226,14,150,2,1,124,1,2,5,16,1,0,4,1
22978,22948,0,18724,4,Partner,0,0,25,632,38,0,21,2,1,78,2,8,23,11,0,2,10,7
22979,14344,1,11123,0,NaN,1,2,21,559,5,0,730,20,1,70,1,10,13,16,0,3,1,3
22980,4297,1,2136,0,NaN,0,2,19,640,220,13,60,2,1,80,0,11,2,17,3,3,8,5
22981,4001,1,1779,4,Partner,0,2,19,1251,214,12,60,2,1,184,0,11,2,14,3,3,11,8
22982,18528,1,15167,0,NaN,1,2,21,962,318,22,730,20,1,136,2,4,19,16,1,1,3,3
22983,21255,1,17223,0,NaN,0,3,19,640,296,20,60,2,1,80,2,6,21,18,2,2,8,5
22984,21856,1,17793,0,NaN,1,2,24,401,226,14,90,2,1,56,2,7,22,13,2,2,12,9
22985,1326,1,10676,2,Aggressive,1,2,5,1066,185,7,365,2,1,159,1,10,13,12,0,3,5,2
22986,287,1,9403,3,NaN,1,2,39,1170,320,22,2555,8,1,170,1,8,11,13,0,2,5,9
22987,9607,1,14933,3,NaN,1,3,26,450,38,0,1095,4,1,61,2,4,19,17,1,1,6,3
22988,25121,1,20777,3,NaN,1,3,21,559,130,2,730,20,1,70,2,10,25,16,0,3,1,3
22989,24848,0,20369,4,Partner,0,1,25,640,111,2,21,2,1,80,2,10,25,11,0,3,8,5
22990,9800,1,6929,0,NaN,1,3,30,1136,289,18,1460,20,1,164,1,6,9,18,2,2,6,4
22991,1368,1,14142,3,NaN,1,2,41,362,130,2,2920,20,1,50,2,3,18,12,1,1,7,0
22992,12041,1,9986,4,Partner,1,2,30,450,114,2,1460,20,1,61,1,9,12,14,0,3,6,3
22993,12343,1,9627,4,Partner,1,1,5,285,89,2,365,2,1,40,1,8,11,14,0,2,5,3
22994,1650,1,6491,4,Partner,0,2,5,640,216,13,365,2,1,80,1,5,8,14,2,1,8,5
22995,17428,1,14470,0,NaN,0,3,7,1251,297,20,3650,20,1,184,2,3,18,18,1,1,11,8
22996,12831,0,9618,4,SCRP,0,1,32,637,38,0,150,2,1,79,1,8,11,9,0,2,9,6
22997,5831,1,3618,3,NaN,1,3,5,306,318,22,365,2,0,42,1,1,4,18,3,0,7,1
22998,14980,0,11699,0,NaN,0,2,24,640,216,13,90,2,1,80,1,11,14,17,3,3,8,5
22999,8528,1,8270,0,Foster,0,2,24,640,167,6,90,2,1,80,1,7,10,15,2,2,8,5
23000,18109,1,14855,3,NaN,1,1,34,1066,89,2,1825,6,1,159,2,4,19,11,1,1,5,2
23001,6407,1,4166,0,NaN,1,0,19,1274,136,3,60,2,1,190,1,2,5,9,1,0,12,9
23002,978,1,3496,0,NaN,1,3,21,1066,130,2,730,20,1,159,1,1,4,12,3,0,5,2
23003,15471,1,19197,0,NaN,1,3,5,450,5,0,365,2,1,61,2,8,23,14,0,2,6,3
23004,11956,1,8999,0,NaN,1,3,19,1066,318,22,60,2,1,159,1,8,11,18,0,2,5,2
23005,4858,0,2606,4,Partner,0,0,25,640,104,2,21,2,1,80,1,0,3,10,3,0,8,5
23006,12724,0,9552,3,NaN,0,2,21,640,86,1,730,20,1,80,1,8,11,16,0,2,8,5
23007,6027,1,3859,0,NaN,1,2,21,481,38,0,730,20,1,61,1,2,5,17,1,0,6,3
23008,930,1,21181,2,Aggressive,1,1,37,1066,130,2,2190,20,1,159,2,11,26,15,3,3,5,2
23009,17813,1,14699,0,NaN,1,3,21,1170,307,21,730,20,1,170,2,4,19,15,1,1,5,9
23010,25477,1,21244,0,NaN,1,2,21,1158,231,14,730,20,1,168,2,11,26,15,3,3,12,9
23011,19209,0,15422,4,Partner,0,4,3,640,86,1,7,2,1,80,2,4,19,16,1,1,8,5
23012,19996,0,15962,4,Partner,0,0,29,640,139,4,28,2,1,80,2,5,20,14,2,1,8,5
23013,24523,1,20848,0,NaN,0,2,19,640,320,22,60,2,1,80,2,10,25,17,0,3,8,5
23014,4816,0,2571,2,Rabies Risk,1,0,21,438,5,0,730,20,1,60,1,0,3,11,3,0,12,9
23015,12748,1,9804,3,NaN,1,1,5,760,38,0,365,2,1,103,1,9,12,16,0,3,7,0
23016,20933,1,17181,0,NaN,1,0,19,538,176,6,60,2,1,67,2,6,21,12,2,2,12,9
23017,9848,1,6946,4,Partner,1,2,37,450,130,2,2190,20,1,61,1,6,9,13,2,2,6,3
23018,25234,0,20918,0,NaN,0,2,32,637,63,1,150,2,1,79,2,10,25,17,0,3,9,6
23019,7174,1,4934,0,NaN,1,3,5,450,329,22,365,2,1,61,1,3,6,18,1,1,6,3
23020,18395,0,17195,0,Foster,0,3,19,637,111,2,60,2,1,79,2,6,21,14,2,2,9,6
23021,15645,1,12361,0,NaN,1,3,26,847,364,23,1095,4,1,124,2,0,15,18,3,0,4,1
23022,20051,0,16047,4,Partner,0,0,29,639,38,0,28,2,0,80,2,5,20,12,2,1,8,5
23023,1751,1,267,3,NaN,1,3,5,74,307,21,365,2,1,15,0,9,0,17,0,3,0,2
23024,1507,1,8243,0,NaN,1,2,26,966,318,22,1095,4,1,136,1,7,10,16,2,2,3,3
23025,25407,0,21129,4,SCRP,0,2,36,640,104,2,180,2,1,80,2,11,26,19,3,3,8,5
23026,19908,1,16185,2,Suffering,0,1,2,640,216,13,30,2,1,80,2,5,20,15,2,1,8,5
23027,18862,0,15132,4,Partner,0,1,29,640,63,1,28,2,1,80,2,4,19,15,1,1,8,5
23028,26267,1,22263,4,Partner,1,0,2,847,5,0,30,2,1,124,3,0,27,16,3,0,4,1
23029,4775,1,3415,0,NaN,1,3,34,1116,38,0,1825,6,1,163,1,1,4,13,3,0,4,2
23030,17300,1,13961,3,NaN,1,3,30,1319,318,22,1460,20,1,205,2,3,18,16,1,1,12,9
23031,18843,1,15427,4,Partner,1,1,5,695,36,0,365,2,0,98,2,4,19,16,1,1,0,1
23032,12841,1,13654,0,NaN,0,2,39,640,41,1,2555,8,1,80,2,2,17,15,1,0,8,5
23033,15135,1,11877,3,NaN,1,2,21,1040,274,18,730,20,1,154,1,11,14,17,3,3,6,9
23034,22630,1,19070,0,NaN,0,3,24,632,38,0,90,2,1,78,2,8,23,17,0,2,10,7
23035,6091,1,3920,0,NaN,1,3,40,125,320,22,240,2,1,17,1,2,5,13,1,0,0,2
23036,25292,1,21539,0,NaN,1,2,21,847,38,0,730,20,1,124,2,11,26,13,3,3,4,1
23037,15500,1,12290,4,Partner,1,2,36,1066,38,0,180,2,1,159,2,0,15,12,3,0,5,2
23038,19767,0,15811,4,Partner,0,4,20,640,63,1,14,2,1,80,2,5,20,18,2,1,8,5
23039,15760,0,12459,2,Suffering,1,1,2,1066,10,0,30,2,1,159,2,0,15,16,3,0,5,2
23040,11401,1,8672,0,NaN,1,3,32,438,150,5,150,2,1,60,1,7,10,18,2,2,12,9
23041,1867,1,658,0,Foster,1,3,21,450,130,2,730,20,1,61,0,9,0,18,0,3,6,3
23042,25344,1,22266,0,NaN,0,3,37,640,139,4,2190,20,1,80,3,0,27,16,3,0,8,5
23043,8243,1,5850,3,NaN,1,1,21,975,38,0,730,20,1,136,1,4,7,17,1,1,3,3
23044,18813,1,16098,4,Partner,1,2,21,450,36,0,730,20,1,61,2,5,20,12,2,1,6,3
23045,23255,1,19494,0,NaN,0,3,19,640,38,0,60,2,1,80,2,9,24,17,0,3,8,5
23046,3888,1,1512,3,NaN,1,2,7,846,318,22,3650,20,0,124,0,10,1,11,0,3,4,1
23047,16758,1,14660,0,NaN,1,2,2,847,130,2,30,2,1,124,2,4,19,18,1,1,4,1
23048,2197,0,19,4,Partner,1,1,12,450,88,2,5110,20,1,61,0,9,0,14,0,3,6,3
23049,15830,0,12606,0,NaN,1,3,5,962,318,22,365,2,1,136,2,0,15,18,3,0,3,3
23050,26695,1,22830,0,NaN,1,1,7,847,131,3,3650,20,1,124,3,1,28,13,3,0,4,1
23051,13392,1,10170,0,NaN,1,3,43,764,318,22,3285,10,1,104,1,9,12,18,0,3,7,0
23052,7331,0,5015,2,Suffering,0,2,43,640,111,2,3285,10,1,80,1,3,6,10,1,1,8,5
23053,1064,1,9592,0,NaN,1,3,30,1365,36,0,1460,20,1,219,1,8,11,18,0,2,6,4
23054,19989,0,16103,4,Partner,1,1,4,54,178,7,7,2,0,12,2,5,20,13,2,1,5,2
23055,22942,1,19746,0,NaN,1,3,5,847,289,18,365,2,1,124,2,9,24,15,0,3,4,1
23056,8932,1,6270,0,NaN,1,0,10,449,38,0,4380,20,0,61,1,5,8,15,2,1,6,3
23057,21103,1,22671,0,NaN,1,2,26,450,274,18,1095,4,1,61,3,1,28,17,3,0,6,3
23058,3439,1,1292,0,NaN,1,2,5,1341,25,0,365,2,1,214,0,10,1,11,0,3,5,3
23059,8889,1,6303,3,NaN,1,3,5,1066,38,0,365,2,1,159,1,5,8,11,2,1,5,2
23060,17800,1,14363,4,Partner,0,0,5,640,104,2,365,2,1,80,2,3,18,14,1,1,8,5
23061,21669,1,20894,4,Partner,0,3,28,640,38,0,120,2,1,80,2,10,25,0,0,3,8,5
23062,11440,0,8358,2,Suffering,0,2,21,637,5,0,730,20,1,79,1,7,10,10,2,2,9,6
23063,23987,0,19657,4,Partner,0,1,25,1251,318,22,21,2,1,184,2,9,24,12,0,3,11,8
23064,16293,1,13011,0,NaN,0,3,36,640,111,2,180,2,1,80,2,1,16,16,3,0,8,5
23065,26400,1,22402,3,NaN,1,1,26,450,177,6,1095,4,1,61,3,0,27,19,3,0,6,3
23066,7805,0,5309,4,Partner,0,0,25,640,38,0,21,2,1,80,1,4,7,16,1,1,8,5
23067,1311,1,16426,0,NaN,0,3,34,640,38,0,1825,6,1,80,2,5,20,16,2,1,8,5
23068,23843,1,20168,4,Partner,0,2,28,640,86,1,120,2,1,80,2,10,25,13,0,3,8,5
23069,16757,1,13637,3,NaN,1,2,21,73,58,1,730,20,0,15,2,2,17,17,1,0,0,2
23070,3858,1,2059,2,Behavior,1,3,21,1066,88,2,730,20,1,159,0,11,2,12,3,3,5,2
23071,17852,1,14594,3,NaN,0,3,21,640,296,20,730,20,1,80,2,3,18,17,1,1,8,5
23072,25086,1,22539,4,Partner,1,3,5,1060,250,14,365,2,0,157,3,1,28,12,3,0,1,2
23073,14306,1,12107,3,NaN,1,2,21,450,289,18,730,20,1,61,2,0,15,15,3,0,6,3
23074,25915,1,21806,3,NaN,1,2,11,504,88,2,4745,14,1,64,3,0,27,14,3,0,3,2
23075,2706,0,404,2,Suffering,0,1,21,640,216,13,730,20,1,80,0,9,0,14,0,3,8,5
23076,2598,1,1244,4,Partner,1,3,21,878,5,0,730,20,1,124,0,10,1,15,0,3,4,1
23077,22870,0,18725,4,Partner,1,0,2,1105,89,2,30,2,1,161,2,8,23,11,0,2,12,2
23078,13245,1,10176,0,NaN,1,2,26,8,36,0,1095,4,1,4,1,9,12,19,0,3,7,0
23079,22881,1,21794,0,Foster,1,3,5,1066,250,14,365,2,1,159,3,0,27,9,3,0,5,2
23080,21533,1,19057,4,Partner,1,3,21,407,99,2,730,20,1,57,2,8,23,12,0,2,0,2
23081,22790,0,18580,4,Partner,0,4,25,640,86,1,21,2,1,80,2,8,23,14,0,2,8,5
23082,40,1,7722,0,Foster,1,3,9,696,88,2,4015,12,1,98,1,6,9,10,2,2,0,1
23083,11630,1,8584,3,NaN,1,2,26,1312,334,22,1095,4,1,201,1,7,10,17,2,2,3,3
23084,6601,1,4552,0,NaN,1,2,5,407,103,2,365,2,1,57,1,3,6,14,1,1,0,2
23085,16686,1,19114,0,NaN,1,3,21,956,36,0,730,20,1,135,2,8,23,17,0,2,6,9
23086,24956,0,21473,0,Foster,1,2,19,407,98,2,60,2,1,57,2,11,26,12,3,3,0,2
23087,4983,1,2789,0,NaN,1,3,21,37,318,22,730,20,1,8,1,0,3,17,3,0,12,3
23088,5622,1,3497,3,NaN,1,3,37,1264,329,22,2190,20,1,185,1,1,4,12,3,0,7,2
23089,20722,0,16663,4,Partner,0,0,5,640,139,4,365,2,1,80,2,6,21,13,2,2,8,5
23090,15937,1,13326,0,NaN,1,2,21,383,25,0,730,20,1,55,2,2,17,16,1,0,0,3
23091,5498,1,6142,0,NaN,1,2,5,106,320,22,365,2,1,15,1,5,8,15,2,1,0,2
23092,23969,1,20663,0,NaN,0,3,19,640,291,19,60,2,1,80,2,10,25,15,0,3,8,5
23093,4750,1,3424,0,NaN,1,3,5,1186,88,2,365,2,1,171,1,1,4,17,3,0,12,9
23094,12024,1,11129,3,NaN,1,2,21,1066,130,2,730,20,1,159,1,10,13,18,0,3,5,2
23095,6699,1,4436,3,NaN,1,3,24,1225,36,0,90,2,1,181,1,3,6,18,1,1,0,3
23096,13304,1,10125,0,NaN,1,3,5,696,36,0,365,2,1,98,1,9,12,17,0,3,0,1
23097,450,1,11621,3,NaN,1,2,7,1170,353,22,3650,20,1,170,1,11,14,7,3,3,5,9
23098,6675,0,4325,4,Partner,0,1,23,640,86,1,3,2,1,80,1,2,5,13,1,0,8,5
23099,2372,1,381,0,NaN,1,3,21,85,354,22,730,20,1,15,0,9,0,18,0,3,0,2
23100,7646,1,8461,0,Foster,1,2,5,1197,307,21,365,2,1,173,1,7,10,16,2,2,7,0
23101,1322,1,15848,3,NaN,1,3,34,956,36,0,1825,6,1,135,2,5,20,18,2,1,6,9
23102,14376,1,11066,0,NaN,1,3,21,930,318,22,730,20,1,130,1,10,13,17,0,3,6,4
23103,17268,0,13898,3,NaN,0,1,5,640,104,2,365,2,1,80,2,2,17,15,1,0,8,5
23104,16937,1,13758,0,NaN,1,2,40,70,252,15,240,2,1,13,2,2,17,17,1,0,12,9
23105,5511,1,3520,2,Behavior,1,0,21,1197,36,0,730,20,1,173,1,1,4,14,3,0,7,0
23106,6659,1,4320,4,Partner,0,1,2,637,104,2,30,2,1,79,1,2,5,11,1,0,9,6
23107,9400,1,11974,4,Partner,1,3,26,307,289,18,1095,4,1,42,1,11,14,13,3,3,7,1
23108,2314,1,478,0,NaN,1,2,30,696,5,0,1460,20,1,98,0,9,0,17,0,3,0,1
23109,10928,1,8090,0,NaN,0,3,5,640,63,1,365,2,1,80,1,7,10,13,2,2,8,5
23110,9930,0,6933,4,SCRP,0,4,28,640,5,0,120,2,1,80,1,6,9,9,2,2,8,5
23111,20129,1,16351,0,NaN,1,3,21,720,131,3,730,20,1,98,2,5,20,17,2,1,0,1
23112,3721,0,1536,2,Suffering,0,2,37,637,63,1,2190,20,1,79,0,10,1,11,0,3,9,6
23113,9986,1,14906,3,NaN,1,2,26,199,276,18,1095,4,1,26,2,4,19,18,1,1,0,1
23114,11541,1,8798,0,NaN,0,2,40,640,5,0,240,2,1,80,1,7,10,17,2,2,8,5
23115,21473,1,17435,3,NaN,1,1,26,1066,289,18,1095,4,1,159,2,6,21,16,2,2,5,2
23116,16874,1,13791,3,NaN,1,3,5,764,318,22,365,2,1,104,2,2,17,18,1,0,7,0
23117,20016,1,17144,0,Foster,0,2,19,640,38,0,60,2,1,80,2,6,21,18,2,2,8,5
23118,10715,1,10616,0,NaN,0,2,7,640,5,0,3650,20,1,80,1,10,13,18,0,3,8,5
23119,18964,1,15951,0,NaN,0,3,19,640,5,0,60,2,1,80,2,5,20,12,2,1,8,5
23120,11384,0,8332,4,Partner,0,1,24,1251,186,8,90,2,1,184,1,7,10,17,2,2,11,8
23121,5055,1,2961,0,NaN,0,3,40,637,38,0,240,2,1,79,1,0,3,15,3,0,9,6
23122,15109,1,11776,3,NaN,1,3,36,1245,5,0,180,2,1,183,1,11,14,17,3,3,6,3
23123,6583,0,4377,0,NaN,1,3,32,450,25,0,150,2,1,61,1,2,5,14,1,0,6,3
23124,9682,1,8895,0,Foster,1,3,5,439,282,18,365,2,1,60,1,8,11,13,0,2,12,9
23125,640,1,16786,3,NaN,0,2,34,640,104,2,1825,6,1,80,2,6,21,6,2,2,8,5
23126,741,1,91,0,NaN,1,2,21,847,363,23,730,20,1,124,0,9,0,11,0,3,4,1
23127,25706,1,21635,0,NaN,0,3,36,637,296,20,180,2,1,79,2,11,26,13,3,3,9,6
23128,2691,1,1256,2,Suffering,1,3,5,450,274,18,365,2,1,61,0,10,1,18,0,3,6,3
23129,5990,0,3764,0,NaN,1,3,28,37,166,6,120,2,1,8,1,2,5,18,1,0,12,3
23130,22328,1,18473,3,NaN,1,3,34,1066,86,1,1825,6,1,159,2,8,23,16,0,2,5,2
23131,9196,0,6364,4,Partner,1,3,24,866,329,22,90,2,1,124,1,5,8,17,2,1,4,1
23132,10134,1,7504,4,Partner,0,1,20,640,216,13,14,2,1,80,1,6,9,15,2,2,8,5
23133,18958,1,15359,4,Partner,1,3,38,696,231,14,210,2,1,98,2,4,19,11,1,1,0,1
23134,1085,1,1178,3,NaN,1,2,5,847,38,0,365,2,1,124,0,10,1,13,0,3,4,1
23135,1155,1,15650,3,NaN,1,3,26,1040,131,3,1095,4,1,154,2,5,20,18,2,1,6,9
23136,1431,1,12963,3,NaN,1,2,21,450,36,0,730,20,1,61,2,1,16,14,3,0,6,3
23137,3790,1,1515,4,Partner,1,0,21,930,318,22,730,20,1,130,0,10,1,11,0,3,6,4
23138,4657,1,2506,0,NaN,0,3,28,640,143,4,120,2,1,80,1,0,3,18,3,0,8,5
23139,16458,1,13186,0,NaN,1,2,19,450,318,22,60,2,1,61,2,1,16,17,3,0,6,3
23140,9591,0,6629,2,Suffering,0,1,20,640,104,2,14,2,1,80,1,5,8,13,2,1,8,5
23141,2071,1,2428,2,Behavior,1,3,21,407,290,18,730,20,1,57,1,0,3,13,3,0,0,2
23142,8121,1,7125,0,Foster,1,3,2,855,38,0,30,2,1,124,1,6,9,16,2,2,4,1
23143,16555,1,13743,0,NaN,1,3,26,1066,38,0,1095,4,1,159,2,2,17,18,1,0,5,2
23144,5790,1,3809,0,NaN,1,2,34,923,318,22,1825,6,0,130,1,2,5,16,1,0,6,4
23145,19942,0,16043,4,Partner,0,1,20,640,216,13,14,2,1,80,2,5,20,12,2,1,8,5
23146,21380,1,17349,3,NaN,1,0,37,1236,204,10,2190,20,1,183,2,6,21,17,2,2,6,3
23147,3472,1,1223,0,NaN,1,2,21,1364,114,2,730,20,0,219,0,10,1,17,0,3,6,4
23148,14285,0,10870,4,Partner,1,0,2,450,38,0,30,2,1,61,1,10,13,15,0,3,6,3
23149,15599,1,12408,0,NaN,1,2,21,744,187,9,730,20,1,102,2,0,15,17,3,0,4,1
23150,10323,0,7248,4,Partner,0,0,35,1251,345,22,6,2,1,184,1,6,9,16,2,2,11,8
23151,8816,1,7676,0,NaN,1,2,26,847,5,0,1095,4,1,124,1,6,9,15,2,2,4,1
23152,4146,1,1861,3,NaN,0,2,21,640,320,22,730,20,1,80,0,11,2,15,3,3,8,5
23153,19243,1,19734,0,NaN,1,2,6,878,38,0,300,2,1,124,2,9,24,19,0,3,4,1
23154,784,1,9111,0,NaN,0,2,26,640,111,2,1095,4,1,80,1,8,11,18,0,2,8,5
23155,18906,0,15149,4,Partner,0,4,25,640,86,1,21,2,1,80,2,4,19,18,1,1,8,5
23156,8159,0,5493,4,Partner,1,1,36,450,114,2,180,2,1,61,1,4,7,18,1,1,6,3
23157,8332,1,7519,0,NaN,1,3,21,1290,38,0,730,20,0,196,1,6,9,17,2,2,12,9
23158,2286,0,130,0,NaN,1,3,32,167,250,14,150,2,1,22,0,9,0,17,0,3,1,3
23159,17583,1,14584,0,Foster,1,3,2,701,250,14,30,2,1,98,2,3,18,11,1,1,0,1
23160,4933,1,19463,3,NaN,1,2,21,847,5,0,730,20,1,124,2,9,24,14,0,3,4,1
23161,20769,0,16611,4,SCRP,0,4,21,640,296,20,730,20,1,80,2,6,21,9,2,2,8,5
23162,24253,1,20256,3,NaN,0,3,5,640,332,22,365,2,1,80,2,10,25,11,0,3,8,5
23163,17642,1,14716,0,NaN,1,3,21,811,329,22,730,20,1,117,2,4,19,19,1,1,5,3
23164,12281,1,9644,4,Partner,0,1,19,640,38,0,60,2,1,80,1,8,11,17,0,2,8,5
23165,9632,0,6791,4,Partner,1,2,19,458,274,18,60,2,1,61,1,5,8,17,2,1,6,3
23166,23061,1,18919,4,Partner,1,0,2,696,253,15,30,2,1,98,2,8,23,9,0,2,0,1
23167,10507,1,8986,0,Foster,0,2,19,640,5,0,60,2,1,80,1,8,11,15,0,2,8,5
23168,6443,1,4171,3,NaN,1,3,41,533,25,0,2920,20,1,66,1,2,5,12,1,0,12,9
23169,9910,1,6900,3,NaN,0,3,21,640,63,1,730,20,1,80,1,6,9,16,2,2,8,5
23170,11248,0,8193,4,Partner,0,0,5,640,139,4,365,2,1,80,1,7,10,16,2,2,8,5
23171,11638,1,10843,0,NaN,1,3,5,352,5,0,365,2,1,47,1,10,13,17,0,3,5,2
23172,3344,1,1243,4,Partner,0,1,2,632,41,1,30,2,1,78,0,10,1,15,0,3,10,7
23173,9063,0,6273,0,NaN,0,3,19,640,104,2,60,2,1,80,1,5,8,17,2,1,8,5
